"id_str","created_at","crawled_at","screen_name","is_accident","full_text"
"1117676426923270145","2019-04-15 13:30:00","2020-02-08 14:01:01","SCTV","0","Akibat Andra ingin selalu menjaga Emon, dia jadi dikejar-kejar terus sama Tony! Yang lebih parahnya, Andra sampai kecelakaan..

Nonton #AnakLangitEps1096dan1097, pukul 16.40 WIB.
#SCTVSinetron

Jangan lupa saksikan via streaming di @vidiodotcom dan follow channel SCTV juga ya! https://t.co/vdk5tjd6gF"
"1117754950824550400","2019-04-15 18:42:01","2020-02-08 14:01:31","dimanamacetid","1","[18:36] #JAKARTA #KECELAKAAN Persimpangan Slipi #JasaMarga"
"1117982466638254081","2019-04-16 09:46:05","2020-02-08 14:02:28","Kudus_ISK","0","Santunan diberikan kepada warga sebesar  Rp1 juta untuk warga yang meninggal karena sakit, sedangkan korban kecelakaan mendapat santunan Rp2,5 juta.

Hingga triwulan pertama di tahun... https://t.co/vGvnIfUZRf"
"1118034845408485376","2019-04-16 13:14:13","2020-02-08 14:02:45","nubic_","1","Satgas Pamtas Yonif 725/Wrg Obati Warga Karena Kecelakaan Tunggal #TNIADMengabdiDanMembangunBersamaRakyat

https://t.co/Yq2ywPs8Sw"
"1118039712499789826","2019-04-16 13:33:34","2020-02-08 14:02:47","dishub_bwi","0","Sayangi nyawa anda &amp; orang lain. Jangan sia siakan nyawa melayang di jalan.

Berperilaku &amp; beretika tertib berlalu lintas adalah upaya menekan angka kecelakaan dg aturan yg berlaku.

Keselamatan no 1. https://t.co/XLOdUJPcBw"
"1118131172096131072","2019-04-16 19:36:59","2020-02-08 14:03:25","Jessination_ID","0","Ciel : waktu masa kecil aku gak tahu selalu ada aja kecelakaan yg terjadi pada diriku ,, papa aku bikin kopi yg panas banget alhasil ketumpahan kena perut aku ada aja dah pokoknya

#LRPD
#PajamaClassA"
"1118499382305755138","2019-04-17 20:00:08","2020-02-08 14:15:58","bebackbaek","0","Habis kecelakaan, pengen banget salad buah. Bisa nya diem doang karna dirumah ga ada motor, motornya ancur dibagian depan jadi motornya ditinggal di sby"
"1118722284062011392","2019-04-18 10:45:52","2020-02-08 14:16:40","MoezhaEX","0","Rasa takut akan kematian adalah yang paling dibenarkan dari semua ketakutan, karena tidak ada risiko kecelakaan bagi seseorang yang sudah mati."
"1118845677310623744","2019-04-18 18:56:11","2020-02-08 14:17:15","AmriMGL","0","Liyane mabuk, ngantuk uga kalebu penyebab kecelakaan sing paling akeh. Angop."
"1118848809071779841","2019-04-18 19:08:37","2020-02-08 14:17:15","medanku","1","Kecelakaan fatal terjadi di jalan tanjung morawa depan spbu Menurut pengirim video, sepeda motor menabrak bus yang sedang mau belok masuk ke spbu. Pengendara sepeda motor dan penumpang terlihat luka parah. Terjadi pukul 11.19 WIB… https://t.co/HFCNToktSC https://t.co/OWuQjR2TZP"
"1118910777887346688","2019-04-18 23:14:52","2020-02-08 14:17:41","meetalichh","0","Kalo ada kecelakaan tuh tolong jangan pada kerumunin dong. Udah bantu kagak bikin macet iya"
"1118934333849362432","2019-04-19 00:48:28","2020-02-08 14:17:47","pijjeyparamitha","0","Shock baru dpt kabar temen kantor kecelakaan beruntun. Asli se shock itu, krn itu jalanan yg biasa gw lewatin pulang kerja.trs yg korbanya itu temen yg  biasa pulang brg sm gw. Td gw udh mau balik brg dia tp krn gw lembur akhirnya temen gw pulang pake gojek.

Ya allah mba pite 😭"
"1119002251266273280","2019-04-19 05:18:21","2020-02-08 14:17:57","infoll","1","♻️ @SenkomCMNP: 5:09 Wib. Kendaraan Truk Tangki Pertamina yang mengalami Kecelakaan di KM 16+600. Masih Penanganan Petugas. Lajur 1 dan 2 Sudah bisa di lewati.(uda) @SonoraFM92 @RadioElshinta https://t.co/9QqgdoBzQW"
"1119011737045307392","2019-04-19 05:56:03","2020-02-08 14:17:59","kabarterkini4","1","Kecelakaan di Manggarai, Polisi: Pelaku Kabur, Mobil Ditinggal - detikNews https://t.co/YmhLrM2uPl"
"1119557652151803904","2019-04-20 18:05:19","2020-02-08 14:31:47","MotorMajid","0","Bagi orangtua agar berikan pengertian pada Putra Putri Anda yg msh blm cukup umur ttg Bahaya Kecelakaan bila berkendara blm pada waktunya."
"1119763125924818944","2019-04-21 07:41:48","2020-02-08 14:32:24","eva_fitriani19","1","Dpet kabar dri grup WA, Bus parawisata MAN 1 SUKABUMI Pulang studytour dari bandung kecelakaan di waluran galumpit semoga semuanya selamat, AMIN"
"1119829897763909633","2019-04-21 12:07:07","2020-02-08 14:33:08","Sosmed_NTMC","0","KECELAKAAN BERAWAL DARI PELANGGARAN, 
MARI BUDAYAKAN TERTIB BERLALU LINTAS.
#MRSF2019 #satlantasindonesia #korlantaspolri #ntmcpolri  #roadsafety #generasimillennial #generasimuda #roadsafety #roadsafetyweek #StopPelanggaranStopKecelakaanKeselamatanUntukKemanusiaan https://t.co/Hu3iNGAihd"
"1119840829382639616","2019-04-21 12:50:34","2020-02-08 14:33:15","Korean_AllStar","0","MustB Mengalami Kecelakaan Mobil, Manajer Grup Meninggal Dunia https://t.co/g1ucy2ZnbJ"
"1119853927896248320","2019-04-21 13:42:36","2020-02-08 14:33:23","sidaknews","1","Anggota Polisi di Sidimpuan Alami Kecelakaan Saat Pegamanan Pemilu via @@SidakNews https://t.co/6wY6meMkbT"
"1120141124784386048","2019-04-22 08:43:50","2020-02-08 14:46:19","ditendangmama","0","Kalo kecelakaan motor, mobil yg minta maap"
"1120165317118791687","2019-04-22 10:19:57","2020-02-08 14:46:30","medcom_id","0","Mudik dengan Motor Rawan Kecelakaan https://t.co/J1u2bEu2Wd https://t.co/reatWuTm27"
"1120318249181175808","2019-04-22 20:27:39","2020-02-08 14:47:47","portal_semarang","1","22/4: 12.35
.
Kecelakaan tunggal yang dikendarai oleh mbahe wong ndemak. Menurut korban kecelakaan terjadi lantaran remnya tidak pakem...(mungkin kampase kepanasan) lokasi di sigar… https://t.co/BdPZWxBiB0"
"1120419461822070786","2019-04-23 03:09:50","2020-02-08 14:48:16","lanangyogo","0","Rejeki ajal maut kecelakaan dan lengkoas yg nyamar ditengah tengah daging hanya Tuhan yg tau."
"1120838680241795072","2019-04-24 06:55:40","2020-02-08 15:01:53","PTJASAMARGA","1","06.55 WIB #Kecelakaan_Janger di Tangerang KM 18+800 arah Merak, Kendaraan Truk gandeng menabrak pembatas jalan tengah, SELESAI PENANGANAN Petugas."
"1120847558803202049","2019-04-24 07:30:57","2020-02-08 15:01:59","dimanamacetid","1","[07:26] #JAKARTA #KECELAKAAN Jl. Raya Kembangan Selatan #TMC"
"1120948863194423296","2019-04-24 14:13:29","2020-02-08 15:02:43","Pojok_Pitu","1","Rombongan Anak TK Gebyar Tari Massal Kartini Terlibat Kecelakaan, 1 Tewas https://t.co/KHA6VMOYI8"
"1120960960200495109","2019-04-24 15:01:34","2020-02-08 15:02:48","SINDOnews","0","Agensi MustB Ambil Tindakan Hukum Atas Komen Jahat Kecelakaan Mobil https://t.co/x6qZWsdIvc"
"1121066791218728961","2019-04-24 22:02:06","2020-02-08 15:03:31","dimanamacetid","1","[21:56] #JAKARTA #KECELAKAAN Meruya #MargaMandalasakti"
"1121173718338682880","2019-04-25 05:06:59","2020-02-08 15:03:52","RadarSiJomblo","0","Korban penipuan mah ga sakit, korban kecelakaan juga biasa,
tpi kalo jdi korban perasaan kmu itu rasanya sakit pake bgt :’("
"1121310649538076672","2019-04-25 14:11:06","2020-02-08 15:15:15","SonoraFM92","1","14.11 #LalinSONORA
Terjadi kecelakaan di Jalan Roa Malaka, Tambora Jakarta barat https://t.co/3NCaPhOtFV @anggaPranataa"
"1121324766894280705","2019-04-25 15:07:12","2020-02-08 15:15:21","peleriano","0","Banyak yg nikah karena kecelakaan tapi ijab qobulnya ga di rumah sakit."
"1121423999668350977","2019-04-25 21:41:31","2020-02-08 15:30:52","ufballah","0","Pak Presiden @jokowi, meninggal dalam jumlah ratusan hanya terjadi dalam apa yang disebut bencana atau kecelakaan."
"1121653748042846209","2019-04-26 12:54:27","2020-02-08 15:32:02","Budy_BCOE","0","Ngeri https://t.co/Rp4XrGbrlG"
"1121687368203767808","2019-04-26 15:08:03","2020-02-08 15:32:36","kumparan","1","lima orang tewas dan lima orang luka-luka akibat kecelakaan tersebut. #publisherstory https://t.co/T2FmThlJXo"
"1121765451241910272","2019-04-26 20:18:19","2020-02-08 15:33:16","SerambiTV","0","Kecelakaan bermula ketika salah satu truk mengalami pecah ban hingga membuat laju kendaraan tidak terkendali dan menabrak truk lainnya yang melaju dari arah berlawanan. https://t.co/eygYNddEtK"
"1122104840153210892","2019-04-27 18:46:56","2020-02-08 15:46:00","xxgitaa","0","Astagfirullah aku kecelakaan di kampung orang:"""
"1122105485690228736","2019-04-27 18:49:30","2020-02-08 15:46:00","hayanopapa","0","Kalau mobil/motor listrik dan hibrid sudah banyak di jalan2 Indonesia, maka angka kecelakaan akan meningkat karena bunyi kendaraan itu sangat kecil."
"1122394914380296199","2019-04-28 13:59:35","2020-02-08 15:47:17","DAMOIDE","0","Karena Akad adalah tujuan setiap insan entah dengan perlawanan, kerelaan, kecelakaan, kombinasi ketiganya atau restu tangan Tuhan."
"1122728703262224384","2019-04-29 12:05:56","2020-02-08 15:48:45","serambinews","1","#Kecelakaan #JembatanKembar #IdiRayeuk #AcehTimur |

MOBIL yang sedang dalam kecepatan tinggi menabrak median di jembatan kembar Titi Baro, Kecamatan Idi Rayeuk, Aceh Timur.
https://t.co/sGvQ2LnVPA"
"1123078082615627776","2019-04-30 11:14:15","2020-02-08 16:01:50","tribunjabar","1","BREAKING NEWS: Bus yang Mengangkut Rombongan Istri Lurah se-Bandung Kecelakaan di Tol Cipularang https://t.co/KrI4Pkz9IW via @tribunjabar"
"1123089893071048704","2019-04-30 12:01:11","2020-02-08 16:02:01","ayobandungcom","1","Sebuah bus dari arah Bandung mengalami kecelakaan lalu lintas di ruas Tol Cipularang KM 92, tepatnya di Desa Pasir Munjul Kecamatan Sukatani, Kabupaten Purwakarta, Selasa (30/4/2019) sekira pukul 07.00 WIB. https://t.co/9Dn6AKaXVN"
"1123230860109500422","2019-04-30 21:21:20","2020-02-08 16:03:08","FansBuih","0","Acha : beberapa bulan ini Acha nari pake bantuan pas nari, kenapa sih Acha nari gak 100%, gak kayak yang lain. Agustus kemarin aku kecelakaan, ACL di lutut aku nyaris putus, pertama kali denger dokter harus operasi #LRRSG"
"1123265319936487425","2019-04-30 23:38:16","2020-02-08 16:03:23","JabarJawara","1","Ini Kronologi Kecelakaan Rombongan SMK YP Fatahillah 2 Cilegon di Tanjakan Emen Subang https://t.co/1x8nhSz65c"
"1123478015210602496","2019-05-01 13:43:26","2020-02-08 16:15:44","dimanamacetid","1","[13:36] #JAKARTA #KECELAKAAN Jl. Raya Kembangan Selatan #TMC"
"1123540913718841344","2019-05-01 17:53:22","2020-02-08 16:16:18","mahfudztejani","0","Mohon dibantu retwit, @Patifosi_Online
@PATIFOSI_MANIA @infosuporter @SuporterBOLAcom @PSSI
Saudara kami ketua Patifosi Malaya, kurang diperhatikan oleh pemerintah.
Kecelakaan saat bertugas sbg @Panwaslu 17 April lalu https://t.co/W8DpNP13bC"
"1123799310464901124","2019-05-02 11:00:09","2020-02-08 16:17:46","Popmama_com","0","Hati-hati saat bayi mulai berjalan ya, Ma https://t.co/MY28uZwHdn"
"1123858738111287299","2019-05-02 14:56:18","2020-02-08 16:18:09","nusabalicom","1","Dua Mikro Bus Serempetan,  Satu Terguling Hingga Ringsek https://t.co/SQAmY3MymQ #berita #nusabali #Lakalantas #Kecelakaan #KecamatanMelaya"
"1123866556386226176","2019-05-02 15:27:22","2020-02-08 16:18:14","brigitamanohara","1","Kecelakaan beruntun mobil avanza putih n innova d tol dalam kota arah surabaya km 14. Bagian depan innova ringsek. @RadioElshinta @e100ss @NTMCLantasPolri"
"1124101945894014978","2019-05-03 07:02:43","2020-02-08 16:19:12","PTJASAMARGA","1","07.02 WIB #Tol_CTC Rawa Bokor KM 32 - Cengkareng KM 31 PADAT, dampak SELESAI Penanganan kecelakaan. Kamal Jalur Atas - Kapuk PADAT, kepadatan volume lalin."
"1124165285278298112","2019-05-03 11:14:24","2020-02-08 16:30:58","satlantas_mjlk","0","Jangan budayakan cenglu!!

Tapi budayakan tertib berlalu lintas
Operasi keselamatan Lodaya 2019
Stop pelanggaran stop kecelakaan keselamataan untuk kemanusiaan😎
.
.… https://t.co/3l5wu2G0Ax"
"1124663031311417344","2019-05-04 20:12:16","2020-02-08 16:33:35","andraveda","0","Sebwah kecelakaan https://t.co/B13gtHVL5A"
"1124663619994570752","2019-05-04 20:14:36","2020-02-08 16:33:36","kagetobioyama","0","""Aku tau karena kecelakaan!!!"" https://t.co/ssQpcjYuQU"
"1124879138911768576","2019-05-05 10:31:00","2020-02-08 16:34:27","Riswandaahmad2","0","Aku juga ikut Terharu saat teman ku mengalami kecelkaan ternyata begini rasanya kecelakaan .."
"1125050379547267072","2019-05-05 21:51:27","2020-02-08 16:46:10","intandsm","0","Ibaratkan tubuh manusia, cintaku padamu hanya setinggi lutut karna selebihnya itu adalah cintaku untuk orang tuaku.
Bila aku mangalami kecelakaan, aku lebih memilih kehilangan kakiku dibanding yang lainnya"
"1125249089136877570","2019-05-06 11:01:03","2020-02-08 16:47:01","suarabogorcom","1","Suarabogor Shared:  41 Orang Tewas dalam Kecelakaan Pesawat di Bandara Rusia https://t.co/m4sWebYyMO https://t.co/iy8tV2HDhd"
"1125407336628150272","2019-05-06 21:29:52","2020-02-08 16:48:14","rifkiharahap","0","Kerap Kecelakaan, Izin Bus Murni Jaya Kembali Direkomendasikan Dicabut https://t.co/Kgpdq5m8MZ https://t.co/tGcQDwPuk7"
"1125411716928421889","2019-05-06 21:47:17","2020-02-08 16:48:15","pururaurus","0","Akhirnya! Yes nomorku ditilpun orang prank kecelakaan. Hahahaha. Kuangkat dan kudiamkan.. setelah hola halo dengan backsound orang cekikikan kubilang saja kalau mau nipu gak gitu caranya...
Eh dibalas bangs*t kau anj*ing... Wkwkwk.."
"1125547048038584321","2019-05-07 06:45:02","2020-02-08 16:48:42","republikaonline","0","Investigasi KNKT juga dibantu Boeing untuk menguji peralatan AOA. https://t.co/aDgri6HfwK"
"1125562213794631680","2019-05-07 07:45:18","2020-02-08 16:48:46","leonisecret","0","I think not every epilepsy case is mental illness. I got seizure from accident. kecelakaan ditabrak kendaraan sampe terbang. Tabrak lari, uh. It's not mental illness in my case. Physical. https://t.co/0XwfigMpn8"
"1125647025498755072","2019-05-07 13:22:19","2020-02-08 17:01:12","okezonenews","1","Pesawat Rusia yang Terbakar di Moskow Disambar Petir Sebelum Kecelakaan [News] #TauCepatTanpaBatas. https://t.co/LIpaCXFe4G"
"1125657213308157952","2019-05-07 14:02:48","2020-02-08 17:01:19","corneliushanung","0","Dahulukan selalu KA, menerobos Perlintasan Kereta yg telah memberikan isyarat utk berhenti dpt berakibat kecelakaan. https://t.co/mBlJzGetQA"
"1126308629395599360","2019-05-09 09:11:17","2020-02-08 17:16:25","PTJASAMARGA","1","09.10 WIB #Tol_Japek Karawang Timur KM 51 - KM 52 arah Cikampek PADAT, dampak SELESAI Evakuasi Kendaraan Kecelakaan yang lalu di lajur kiri."
"1126331964464586753","2019-05-09 10:44:01","2020-02-08 17:16:36","tribunnews","1","Artis Korea Han Ji Seong Tewas dalam Kecelakaan Mobil, Kejanggalan Terekam Kamera Dashboard https://t.co/7H3OhC5q2B lewat @TribunWOW"
"1126422859289481216","2019-05-09 16:45:12","2020-02-08 17:17:17","TXTMenfesss","0","/txt/ AU - jungkook hyung sama Kai
          ¥¥¥ NOONA ¥¥¥
Plot : 

""Halo selamat malam, kami dari rumah sakit mengabarkan bahwa mobil yang keluarga anda tumpangi mengalami kecelakaan""

""Apa keluarga ku selamat ?"" https://t.co/scR5rH5DPF"
"1126726030998159366","2019-05-10 12:49:54","2020-02-08 17:18:41","Julieta00909426","0","Surat Al-Muthaffifin Ayat 1

 وَيْلٌ لِلْمُطَفِّفِين

َWailul lil-muṭaffifīn 

""Kecelakaan besarlah bagi orang-orang yang curang""

#PelakuCurangDilaknatAllah
#KecuranganmuNodaiRamadhan
#KamiMelawanKecurangan
#RakyatTahuKalianCurang
#JumatSuciLawanKecurangan"
"1126785483852402688","2019-05-10 16:46:08","2020-02-08 17:19:07","pelangi_media","1","Olah TKP Kecelakaan Mahasiswa Tewas Terseret Mobil, Ini Hasilnya https://t.co/5zGdzOprli https://t.co/7O99DAzT0v"
"1126791079536222208","2019-05-10 17:08:22","2020-02-08 17:19:09","binmasresmoka","0","Aksi polisi menolong korban kecelakaan motor vs motor itu tersebar di media sosial dan mendapat pujian dari warganet.

https://t.co/ChLh3opOd5…

#LH87
#bagimunegeri https://t.co/Q2oWGTjqts"
"1126837173573918721","2019-05-10 20:11:32","2020-02-08 17:30:47","TMCPoldaMetro","0","Gunakan jalur sesuai ketentuan, jangan melawan arus krn rawan kecelakaan. Kesadaran kita keselamatan semua. https://t.co/wqmPTZjiQP"
"1127074701979860992","2019-05-11 11:55:23","2020-02-08 17:31:55","detikhot","1","Penata suara Khikmawan Santosa meninggal dunia karena kecelakaan di Puncak. Sejumlah sineas tanah air mengucapkan duka cita mendalam. https://t.co/ilpo2q3q7z"
"1127136607897698304","2019-05-11 16:01:23","2020-02-08 17:32:12","Theo_Rompas","0","Kira kira 70-100 penduduk perhari atau 2100 setiap bulan. Angka Kematian Akibat Kecelakaan, Indonesia Tertinggi di Dunia - News https://t.co/tdr6KTxR2c https://t.co/ELBqoJhcYY"
"1127371714579423232","2019-05-12 07:35:36","2020-02-08 17:33:02","nusabalicom","1","Sopir Diduga Ngantuk, Truk Terguling di Jembatan Yeh Nu https://t.co/zokO1iDedn  #berita #nusabali #Kecelakaan #Lakalantas #PolsekTabanan"
"1127801752894431234","2019-05-13 12:04:26","2020-02-08 17:46:10","RTMCRiau","0","Mas Brooo dan Mbak Sis..., jangan bawa kendaraan ya..., bila dlm keadaan mabuk. Karena dapat membahayan bagi pengendara yg lain dan diri anda sendiri.
"" Stop Pelanggaran, Stop Kecelakaan, Keselamatan Untuk Kemanusiaan ""
#OPSKESELAMATANMUARATAKUS2019 #PublikPercayaPolri https://t.co/CRFEz1dQGW"
"1127806541388640256","2019-05-13 12:23:27","2020-02-08 17:46:13","temponewsroom","0","Beberapa tahun belakang, Yukie Pas Band lebih banyak menghabiskan waktunya untuk mengikuti jalan Tuhan

https://t.co/i7PCMGVX8a"
"1128384940041691136","2019-05-15 02:41:48","2020-02-08 17:48:50","topinfo2000","0","Halo @PTJASAMARGA kenapa macet banget yah di tol cikampek? Ada kecelakaan kah?"
"1128501264575123456","2019-05-15 10:24:02","2020-02-08 17:49:13","jpnncom","1","Lidia Sari meninggal dunia setelah mengalami kecelakaan maut di jalan raya provinsi di Desa Cuka, Kecamatan Santui, Kotabaru, Kalimantan Selatan, Selasa (14/5). #BeritaDuka https://t.co/2Nt62VvE9b"
"1128549667237535749","2019-05-15 13:36:22","2020-02-08 18:00:21","starjogja","0","Menurut PM 82 Tahun 2018 pasal 33, Pita Penggaduh berfungsi untuk mengurangi kecepatan kendaraan, mengingatkan pengemudi tentang objek di depan yang harus diwaspadai, melindungi penyeberang jalan, &amp; mengingatkan lokasi rawan kecelakaan - @dishubdiy https://t.co/T3PoEozMQn"
"1129388914354065409","2019-05-17 21:11:14","2020-02-08 18:15:57","RajaGuguk14","0","Hari ini saya ngator bawa mobil, nggak pake kreta. Apes, ada kecelakaan di semua jalur alternative! Koq bisa!! Interstate ada kecelakaan, jadi saya menghindar, eh di jalan arterial ada lagi. 1 jam 5 menit ke kantor!"
"1129428392707743744","2019-05-17 23:48:07","2020-02-08 18:16:07","AdityaPutraBud","0","hati ku sangat hancur jika mendengar dari orang tua yang kecelakaan hancur yang sehancur""nya
tidak tau mau buat apa nda tau harus bagaimana"
"1129565708688416768","2019-05-18 08:53:45","2020-02-08 18:16:32","RadioMBSFMJogja","0","Hubungi PSC 119 YES no.telp. 119 / 0274420118 unt layanan kegawatdaruratan kecelakaan lalu lintas/medis di wilayah Kota Yogyakarta, 24 jam. Gratis @PemkotJogja @uddkotayogya #InfoMBS"
"1130029307839934464","2019-05-19 15:35:56","2020-02-08 18:18:19","PTJASAMARGA","1","15.35 WIB #Tol_Japek Tambun KM 20 - KM 21 arah Cikampek PADAT, kepadatan volume lalin dan penyempitan lajur. Kalihurip KM 68 arah Cikampek PADAT, ada kecelakaan, petugas menuju ke lokasi."
"1130343006865727488","2019-05-20 12:22:28","2020-02-08 18:30:33","tangerang112","0","Hy #Sobattangerang hubungi 112 jika kamu menemukan atau mengalami kegawatdarurattan seperti kecelakaan, kebakaran, kriminalitas dan bencana alam. Layanan 24 jam dan bebas pulsa.
@pmi_tangerangct 
@Kota_Tangerang 
@bpbd_tng 
@restrotangkot 
@Dinkes_tgrkota https://t.co/2rZyTUskxP"
"1130387201085149184","2019-05-20 15:18:04","2020-02-08 18:30:53","erwinbonar","0","Baru aja ngeliat Ibu penjual es krim dgn motor ketabrak mobil pick up. motornya ampe muter.

tangan udah gatel pingin foto / snap, kemudian ingat dulu teman baik pernah negur untuk jangan posting kecelakaan dan menunjukan korban.

dia benar, gak baik memviralkan kesialan orang."
"1130464287082737665","2019-05-20 20:24:23","2020-02-08 18:31:15","LagiliburCom","1","Kecelakaan KAI di Purwosari 😱"
"1130760144315248641","2019-05-21 16:00:01","2020-02-08 18:32:42","BORNEONEWS","1","Kecelakaan Maut di Buntut Bali Renggut Nyawa Seorang Pelajar https://t.co/ORLYZfENvC"
"1130870444175908864","2019-05-21 23:18:19","2020-02-08 18:33:19","tribunjogja","0","RS Siloam Yogyakarta Beri Edukasi Pertolongan Pertama pada Kecelakaan https://t.co/7zOy8EKZEN"
"1131149624041848832","2019-05-22 17:47:40","2020-02-08 18:45:15","yubdireja","0","Gegara whatsapp down jadi inget dulu si @samoouth kecelakaan ngabarin lewat DM Twitter, bukan lewat BBM atau SMS

Dari cerita singkat ini kita bisa meneladani kisah hidup Samot yang mampu bertahan hanya dari DM twitter"
"1131500161732153344","2019-05-23 17:00:35","2020-02-08 18:46:55","ISCSAFETYCENTER","0","Hambatan yang sering ditemukan saat pelaksanaan K3 tersebut antara lain: https://t.co/ZzmIcw0u3X"
